,Handle,Title,Type,Tags,Color (product.metafields.custom.colors),Craft (product.metafields.custom.craft),Delivery (product.metafields.custom.delivery),Fabric (product.metafields.custom.fabric),Fit (product.metafields.custom.fit),List of Colors (product.metafields.custom.list_of_colors),description,Fabric,Embroidery,Craft,Fit,Delivery
227,naz-tunic-set-3561,,,,,,,,,,,,,,,
228,naz-tunic-set-3561,,,,,,,,,,,,,,,
229,naz-tunic-set-3561,,,,,,,,,,,,,,,
230,hifza-tunic-set-3560,Hifza Tunic Set,Tunic Set,"Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Silk Chanderi, Luxury Pret, Mehendi, New, Not On Sale, Pastel Pink, Sabaa",,,,,,,"This pastel pink A-line tunic set, made from handwoven silk chanderi, features touch neckline, three-quarter sleeves, a gathered back yoke, and is paired with straight-fit pants. The ensemble is adorned with multicolour silk thread embroidery and finished with contrast piping",Handwoven Silk Chanderi,This piece is adorned with multicolour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
231,hifza-tunic-set-3560,,,,,,,,,,,,,,,
232,hifza-tunic-set-3560,,,,,,,,,,,,,,,
233,hifza-tunic-set-3560,,,,,,,,,,,,,,,
234,hifza-tunic-set-3560,,,,,,,,,,,,,,,
235,hifza-tunic-set-3560,,,,,,,,,,,,,,,
236,hifza-tunic-set-3560,,,,,,,,,,,,,,,
237,hifza-tunic-set-3560,,,,,,,,,,,,,,,
238,hifza-tunic-set-3560,,,,,,,,,,,,,,,
239,hifza-tunic-set-3560,,,,,,,,,,,,,,,
240,yasira-kaftan-set-3559,Yasira Kaftan Set,Kaftan Set,"DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Light Yellow, Loose Fit, Luxury Pret, Mehendi, New, Not On Sale, Sabaa",,,,,,,"This light yellow asymmetrical kaftan top, crafted from handwoven chanderi mulmul, features a V-neckline and is paired with a draped skirt. The outfit is adorned with aari embroidery in multicolour silk threads, and finished with contrast piping and beaded lace along the hemline.",Handwoven Chanderi Mulmul,"This is adorned with aari embroidery with multicolour silk threads, enhanced with beads.","Aari Embroidery, Zari Work, Bead Work",Loose Fit,4-5 Weeks
241,yasira-kaftan-set-3559,,,,,,,,,,,,,,,
242,yasira-kaftan-set-3559,,,,,,,,,,,,,,,
243,yasira-kaftan-set-3559,,,,,,,,,,,,,,,
244,yasira-kaftan-set-3559,,,,,,,,,,,,,,,
245,yasira-kaftan-set-3559,,,,,,,,,,,,,,,
246,yasira-kaftan-set-3559,,,,,,,,,,,,,,,
247,yasira-kaftan-set-3559,,,,,,,,,,,,,,,
248,yasira-kaftan-set-3559,,,,,,,,,,,,,,,
249,yasira-kaftan-set-3559,,,,,,,,,,,,,,,
250,maliha-kaftan-set-3558,Maliha Kaftan Set,Kaftan Set,"Comfortable Fit, Cotton Silk, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped, Ice Blue, Luxury Pret, Mehendi, New, Not On Sale, Sabaa",,,,,,,"This ice blue asymmetrical kaftan, crafted from handwoven chanderi mulmul, features a boat neckline and is paired with straight-fit pants in handwoven silk chanderi satin stripe fabric. The outfit showcases aari embroidery with multicolour silk threads, outlined with zari work, and is finished with contrast piping.","Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped , Cotton Silk","This is adorned with aari embroidery with multicolour silk threads, outlined with zari work.","Aari Embroidery, Zari Work",Comfortable Fit,4-5 Weeks
251,maliha-kaftan-set-3558,,,,,,,,,,,,,,,
252,maliha-kaftan-set-3558,,,,,,,,,,,,,,,
253,maliha-kaftan-set-3558,,,,,,,,,,,,,,,
254,maliha-kaftan-set-3558,,,,,,,,,,,,,,,
255,maliha-kaftan-set-3558,,,,,,,,,,,,,,,
256,maliha-kaftan-set-3558,,,,,,,,,,,,,,,
257,maliha-kaftan-set-3558,,,,,,,,,,,,,,,
258,maliha-kaftan-set-3558,,,,,,,,,,,,,,,
259,maliha-kaftan-set-3558,,,,,,,,,,,,,,,
260,huda-long-kurta-set-3557,Huda Long Kurta Set,Long Kurta Set,"Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped, Ice Blue, Luxury Pret, Mehendi, New, Not On Sale, Sabaa",,,,,,,"This ice blue long kurta, crafted from handwoven silk chanderi, features a V-neckline and three-quarter sleeves. It is paired with loose-fit pants in handwoven silk chanderi satin striped fabric and a matching handwoven chanderi mulmul dupatta. The outfit is adorned with multicolour silk thread embroidery, enhanced with zari, and finished with contrast piping.","Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped, Handwoven Chanderi Mulmul","This piece is adorned with multicolour silk thread embroidery, enhanced with Zari.","Silk Thread Embroidery, Zari Work, Lace Work",Comfortable Fit,4-5 Weeks
261,huda-long-kurta-set-3557,,,,,,,,,,,,,,,
262,huda-long-kurta-set-3557,,,,,,,,,,,,,,,
263,huda-long-kurta-set-3557,,,,,,,,,,,,,,,
264,huda-long-kurta-set-3557,,,,,,,,,,,,,,,
265,huda-long-kurta-set-3557,,,,,,,,,,,,,,,
266,huda-long-kurta-set-3557,,,,,,,,,,,,,,,
267,huda-long-kurta-set-3557,,,,,,,,,,,,,,,
268,huda-long-kurta-set-3557,,,,,,,,,,,,,,,
269,huda-long-kurta-set-3557,,,,,,,,,,,,,,,
270,iffat-long-kurta-set-3556,Iffat Long Kurta Set,Long Kurta Set,"Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped, Luxury Pret, Mehendi, New, Not On Sale, Pastel Pink, Sabaa",,,,,,,"This pastel pink long kurta, crafted from handwoven silk chanderi, features a V-neckline and three-quarter sleeves. It is paired with loose-fit pants in handwoven silk chanderi satin striped fabric and a matching handwoven chanderi mulmul dupatta. The outfit is adorned with multicolour silk thread embroidery, enhanced with zari, and finished with contrast piping.","Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped, Handwoven Chanderi Mulmul","This piece is adorned with multicolour silk thread embroidery, enhanced with Zari.","Silk Thread Embroidery, Zari Work, Lace Work",Comfortable Fit,4-5 Weeks
271,iffat-long-kurta-set-3556,,,,,,,,,,,,,,,
272,iffat-long-kurta-set-3556,,,,,,,,,,,,,,,
273,iffat-long-kurta-set-3556,,,,,,,,,,,,,,,
274,iffat-long-kurta-set-3556,,,,,,,,,,,,,,,
275,iffat-long-kurta-set-3556,,,,,,,,,,,,,,,
276,iffat-long-kurta-set-3556,,,,,,,,,,,,,,,
277,iffat-long-kurta-set-3556,,,,,,,,,,,,,,,
278,iffat-long-kurta-set-3556,,,,,,,,,,,,,,,
279,iffat-long-kurta-set-3556,,,,,,,,,,,,,,,
280,yasim-long-kurta-set-3555,Yasim Long Kurta Set,Long Kurta Set,"Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped, Luxury Pret, Mehendi, New, Not On Sale, Pastel Pink, Sabaa",,,,,,,"This pastel pink sleeveless long kurta, crafted from handwoven silk chanderi, features a mandarin collar with a slit. It is paired with straight-fit pants and a matching handwoven chanderi mulmul dupatta. The ensemble is adorned with multicolour silk thread embroidery and finished with contrast piping.","Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped , Handwoven Chanderi Mulmul",This piece is adorned with multicolour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
281,yasim-long-kurta-set-3555,,,,,,,,,,,,,,,
282,yasim-long-kurta-set-3555,,,,,,,,,,,,,,,
283,yasim-long-kurta-set-3555,,,,,,,,,,,,,,,
284,yasim-long-kurta-set-3555,,,,,,,,,,,,,,,
285,yasim-long-kurta-set-3555,,,,,,,,,,,,,,,
286,yasim-long-kurta-set-3555,,,,,,,,,,,,,,,
287,yasim-long-kurta-set-3555,,,,,,,,,,,,,,,
288,yasim-long-kurta-set-3555,,,,,,,,,,,,,,,
289,yasim-long-kurta-set-3555,,,,,,,,,,,,,,,
290,riva-long-kurta-set-3554,Riva Long Kurta Set,Long Kurta Set,"Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped, Light Yellow, Luxury Pret, Mehendi, New, Not On Sale, Sabaa",,,,,,,"This light yellow sleeveless long kurta, crafted from handwoven silk chanderi, features a mandarin collar with a slit. It is paired with straight-fit pants and a matching handwoven chanderi mulmul dupatta. The ensemble is adorned with multicolour silk thread embroidery and finished with contrast piping.","Handwoven Silk Chanderi, Handwoven Silk Chanderi Satin Striped , Handwoven Chanderi Mulmul",This piece is adorned with multicolour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
291,riva-long-kurta-set-3554,,,,,,,,,,,,,,,
292,riva-long-kurta-set-3554,,,,,,,,,,,,,,,
293,riva-long-kurta-set-3554,,,,,,,,,,,,,,,
294,riva-long-kurta-set-3554,,,,,,,,,,,,,,,
295,riva-long-kurta-set-3554,,,,,,,,,,,,,,,
296,riva-long-kurta-set-3554,,,,,,,,,,,,,,,
297,riva-long-kurta-set-3554,,,,,,,,,,,,,,,
298,riva-long-kurta-set-3554,,,,,,,,,,,,,,,
299,riva-long-kurta-set-3554,,,,,,,,,,,,,,,
300,mishka-long-anarkali-set-3553,Mishka Long Anarkali Set,Long Anarkali Set,"Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped, Luxury Pret, Mehendi, New, Not On Sale, Pastel Pink, Sabaa",,,,,,,This pastel pink and light yellow asymmetrical long anarkali in handwoven chanderi mulmul features a V-neckline and churidhar sleeves. It is paired with tulip pants in handwoven silk chanderi satin stripe fabric and a pastel pink handwoven chanderi mulmul dupatta. The ensemble is adorned with multicolour silk thread embroidery and finished with piping at the hem.,"Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped",This piece is adorned with multicolour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
301,mishka-long-anarkali-set-3553,,,,,,,,,,,,,,,
302,mishka-long-anarkali-set-3553,,,,,,,,,,,,,,,
303,mishka-long-anarkali-set-3553,,,,,,,,,,,,,,,
304,mishka-long-anarkali-set-3553,,,,,,,,,,,,,,,
305,mishka-long-anarkali-set-3553,,,,,,,,,,,,,,,
306,mishka-long-anarkali-set-3553,,,,,,,,,,,,,,,
307,mishka-long-anarkali-set-3553,,,,,,,,,,,,,,,
308,mishka-long-anarkali-set-3553,,,,,,,,,,,,,,,
309,mishka-long-anarkali-set-3553,,,,,,,,,,,,,,,
310,parisa-long-anarkali-set-3552,Parisa Long Anarkali Set,Long Anarkali Set,"Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped, Ice Blue, Luxury Pret, Mehendi, New, Not On Sale, Sabaa",,,,,,,"This ice blue and pastel yellow asymmetrical long anarkali in handwoven chanderi mulmul features a V-neckline and churidhar sleeves. It is paired with tulip pants in handwoven silk chanderi satin stripe fabric, along with an ice blue handwoven chanderi mulmul dupatta. The ensemble is adorned with multicolour silk thread embroidery and finished with delicate piping at the hem.","Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped",This piece is adorned with multicolour silk thread embroidery,Silk Thread Embroidery,Comfortable Fit,4-5 Weeks
311,parisa-long-anarkali-set-3552,,,,,,,,,,,,,,,
312,parisa-long-anarkali-set-3552,,,,,,,,,,,,,,,
313,parisa-long-anarkali-set-3552,,,,,,,,,,,,,,,
314,parisa-long-anarkali-set-3552,,,,,,,,,,,,,,,
315,parisa-long-anarkali-set-3552,,,,,,,,,,,,,,,
316,parisa-long-anarkali-set-3552,,,,,,,,,,,,,,,
317,parisa-long-anarkali-set-3552,,,,,,,,,,,,,,,
318,parisa-long-anarkali-set-3552,,,,,,,,,,,,,,,
319,parisa-long-anarkali-set-3552,,,,,,,,,,,,,,,
320,quirat-short-kurta-set-3551,Quirat Short Kurta Set,Short Kurta Set,"DLVRY 4-5 Weeks, Greenish-White, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi, Loose Fit, Luxury Pret, Mehendi, New, Not On Sale, Sabaa",,,,,,,"This greenish-white A-line short kurta, crafted from handwoven silk chanderi, features a V-neckline and three-quarter bell sleeves. It is paired with loose-fit pants and a matching handwoven chanderi mulmul dupatta. The ensemble is adorned with cotton thread embroidery accented with multicolour silk threads, enhanced with zari, and finished with contrast piping","Handwoven Silk Chanderi, Handwoven Chanderi Mulmul","This is adorned with cotton thread embroidery with multicolour silk threads, enhanced with zari.","Cotton Thread Embroidery, Silk Thread Embroidery, Zari Work",Loose Fit,4-5 Weeks
321,quirat-short-kurta-set-3551,,,,,,,,,,,,,,,
322,quirat-short-kurta-set-3551,,,,,,,,,,,,,,,
323,quirat-short-kurta-set-3551,,,,,,,,,,,,,,,
324,quirat-short-kurta-set-3551,,,,,,,,,,,,,,,
325,quirat-short-kurta-set-3551,,,,,,,,,,,,,,,
326,quirat-short-kurta-set-3551,,,,,,,,,,,,,,,
327,quirat-short-kurta-set-3551,,,,,,,,,,,,,,,
328,quirat-short-kurta-set-3551,,,,,,,,,,,,,,,
329,quirat-short-kurta-set-3551,,,,,,,,,,,,,,,
330,kenza-short-kurta-set-3550,Kenza Short Kurta Set,Short Kurta Set,"DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi, Loose Fit, Luxury Pret, Mehendi, New, Not On Sale, Pastel Yellow, Sabaa",,,,,,,"This pastel yellow A-line short kurta, crafted from handwoven silk chanderi, features a V-neckline and three-quarter bell sleeves. It is paired with loose-fit pants and a matching handwoven chanderi mulmul dupatta. The ensemble is adorned with cotton thread embroidery accented with multicolour silk threads, enhanced with zari, and finished with contrast piping.","Handwoven Silk Chanderi, Handwoven Chanderi Mulmul","This is adorned with cotton thread embroidery with multicolour silk threads, enhanced with zari.","Cotton Thread Embroidery, Silk Thread Embroidery, Zari Work",Loose Fit,4-5 Weeks
331,kenza-short-kurta-set-3550,,,,,,,,,,,,,,,
332,kenza-short-kurta-set-3550,,,,,,,,,,,,,,,
333,kenza-short-kurta-set-3550,,,,,,,,,,,,,,,
334,kenza-short-kurta-set-3550,,,,,,,,,,,,,,,
335,kenza-short-kurta-set-3550,,,,,,,,,,,,,,,
336,kenza-short-kurta-set-3550,,,,,,,,,,,,,,,
337,kenza-short-kurta-set-3550,,,,,,,,,,,,,,,
338,kenza-short-kurta-set-3550,,,,,,,,,,,,,,,
339,kenza-short-kurta-set-3550,,,,,,,,,,,,,,,
340,simrat-long-anarkali-set-3549,Simrat Long Anarkali Set,Long Anarkali Set,"Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped, Handwoven Silk Chanderi Striped Doria, Light Yellow, Luxury Pret, Mehendi, New, Not On Sale, Sabaa",,,,,,,"This light yellow long anarkali in handwoven chanderi mulmul features a touch neckline and full sleeves. It is paired with loose-fit pants in handwoven silk chanderi striped doria fabric, and a dupatta crafted from handwoven silk chanderi satin stripe fabric. The set is adorned with multicolour silk thread aari embroidery, enhanced with beadwork, and finished with contrast piping and lace detailing at the hem.","Handwoven Chanderi Mulmul, Handwoven Silk Chanderi Satin Striped , Handwoven Silk Chanderi Striped Doria","This is adorned with aari embroidery with multicolour silk threads, enhanced with beads.","Aari Embroidery, Bead Work, Lace Work",Comfortable Fit,4-5 Weeks
341,simrat-long-anarkali-set-3549,,,,,,,,,,,,,,,
342,simrat-long-anarkali-set-3549,,,,,,,,,,,,,,,
343,simrat-long-anarkali-set-3549,,,,,,,,,,,,,,,
344,simrat-long-anarkali-set-3549,,,,,,,,,,,,,,,
345,simrat-long-anarkali-set-3549,,,,,,,,,,,,,,,
346,simrat-long-anarkali-set-3549,,,,,,,,,,,,,,,
347,simrat-long-anarkali-set-3549,,,,,,,,,,,,,,,
348,simrat-long-anarkali-set-3549,,,,,,,,,,,,,,,
349,simrat-long-anarkali-set-3549,,,,,,,,,,,,,,,
350,avisha-long-anarkali-set-3548,Avisha Long Anarkali Set,Long Anarkali Set,"Comfortable Fit, DLVRY 4-5 Weeks, Greenish-White, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi, Luxury Pret, Mehendi, New, Not On Sale, Sabaa",,,,,,,"This greenish-white long anarkali in handwoven silk chanderi features a touch neckline and three-quarter sleeves. It is paired with flared pants and a handwoven chanderi mulmul dupatta. The set is adorned with delicate silk thread embroidery, enhanced with zari work, and finished with matching piping and lace detailing at the hem.","Handwoven Silk Chanderi, Handwoven Chanderi Mulmul",This piece is adorned with silk thread embroidery with enhanced with Zari.,"Silk Thread Embroidery, Zari Work, Lace Work",Comfortable Fit,4-5 Weeks
351,avisha-long-anarkali-set-3548,,,,,,,,,,,,,,,
352,avisha-long-anarkali-set-3548,,,,,,,,,,,,,,,
353,avisha-long-anarkali-set-3548,,,,,,,,,,,,,,,
354,avisha-long-anarkali-set-3548,,,,,,,,,,,,,,,
355,avisha-long-anarkali-set-3548,,,,,,,,,,,,,,,
356,avisha-long-anarkali-set-3548,,,,,,,,,,,,,,,
357,avisha-long-anarkali-set-3548,,,,,,,,,,,,,,,
358,avisha-long-anarkali-set-3548,,,,,,,,,,,,,,,
359,avisha-long-anarkali-set-3548,,,,,,,,,,,,,,,
360,israt-jumpsuit-3547,Israt Jumpsuit,Jumpsuit,"Brunch, Comfortable Fit, DLVRY 4-5 Weeks, Greenish-White, Handwoven Silk Chanderi, Luxury Pret, New, Not On Sale, Sabaa",,,,,,,"This greenish-white asymmetrical pleated jumpsuit with straps in handwoven silk chanderi is paired with a three quarter sleeve jacket. The set is adorned with aari embroidery with multicolour silk threads, outlined with zari work. It is finished with lace at the hemline of the jacket.",Handwoven Silk Chanderi,"This is adorned with Aari embroidery with multicolour silk threads, outlined with zari work.","Aari Embroidery, Zari Work, Lace Work",Comfortable Fit,4-5 Weeks
361,israt-jumpsuit-3547,,,,,,,,,,,,,,,
362,israt-jumpsuit-3547,,,,,,,,,,,,,,,
363,israt-jumpsuit-3547,,,,,,,,,,,,,,,
364,israt-jumpsuit-3547,,,,,,,,,,,,,,,
365,israt-jumpsuit-3547,,,,,,,,,,,,,,,
366,israt-jumpsuit-3547,,,,,,,,,,,,,,,
367,israt-jumpsuit-3547,,,,,,,,,,,,,,,
368,israt-jumpsuit-3547,,,,,,,,,,,,,,,
369,israt-jumpsuit-3547,,,,,,,,,,,,,,,
370,rehana-jumpsuit-3546,Rehana Jumpsuit,Jumpsuit,"Brunch, Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Luxury Pret, New, Not On Sale, Sabaa, Sage Green",,,,,,,"This sage green asymmetrical jumpsuit with straps, crafted in handwoven chanderi mulmul, is paired with a sleeveless jacket. The set features multicoloured silk thread embroidery and is finished with matching piping and bead detailing at the hem of the jacket.",Handwoven Chanderi Mulmul,"This piece is adorned with multicolour silk thread embroidery, enhanced with beads.","Silk Thread Embroidery, Bead Work",Comfortable Fit,4-5 Weeks
371,rehana-jumpsuit-3546,,,,,,,,,,,,,,,
372,rehana-jumpsuit-3546,,,,,,,,,,,,,,,
373,rehana-jumpsuit-3546,,,,,,,,,,,,,,,
374,rehana-jumpsuit-3546,,,,,,,,,,,,,,,
375,rehana-jumpsuit-3546,,,,,,,,,,,,,,,
376,rehana-jumpsuit-3546,,,,,,,,,,,,,,,
377,rehana-jumpsuit-3546,,,,,,,,,,,,,,,
378,rehana-jumpsuit-3546,,,,,,,,,,,,,,,
379,rehana-jumpsuit-3546,,,,,,,,,,,,,,,
380,zanera-short-kurta-set-3545,Zanera Short Kurta Set,Short Kurta Set,"DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi, Loose Fit, Luxury Pret, New, Not On Sale, Pastel Yellow, Sabaa, Sagan",,,,,,,"This pastel yellow A-line short kurta is made from handwoven silk chanderi. It has a mandarin collar with a slit and bell sleeves. It comes with a Pakistani salwar and a matching handwoven chanderi mulmul dupatta. The outfit is decorated with appliqué work with multicolour silk threads, enhanced with Swarovski crystals and finished with matching piping.","Handwoven Silk Chanderi, Handwoven Chanderi Mulmul","Appliqué work with multicolour silk threads, enhanced with Swarovski crystals.","Silk Thread Embroidery, Appliqué Work, Swarovski",Loose Fit,4-5 Weeks
381,zanera-short-kurta-set-3545,,,,,,,,,,,,,,,
382,zanera-short-kurta-set-3545,,,,,,,,,,,,,,,
383,zanera-short-kurta-set-3545,,,,,,,,,,,,,,,
384,zanera-short-kurta-set-3545,,,,,,,,,,,,,,,
385,zanera-short-kurta-set-3545,,,,,,,,,,,,,,,
386,zanera-short-kurta-set-3545,,,,,,,,,,,,,,,
387,zanera-short-kurta-set-3545,,,,,,,,,,,,,,,
388,zanera-short-kurta-set-3545,,,,,,,,,,,,,,,
389,zanera-short-kurta-set-3545,,,,,,,,,,,,,,,
390,zina-short-kurta-set-3544,Zina Short Kurta Set,Short Kurta Set,"DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi, Loose Fit, Luxury Pret, New, Not On Sale, Sabaa, Sagan, Sage Green",,,,,,,"This sage green A-line short kurta is made from handwoven silk chanderi. It has a mandarin collar with a slit and bell sleeves. It comes with a Pakistani salwar and a matching handwoven chanderi mulmul dupatta. The outfit is decorated with appliqué work with multicolour silk threads, enhanced with Swarovski crystals and finished with matching piping.","Handwoven Silk Chanderi, Handwoven Chanderi Mulmul","Appliqué work with multicolour silk threads, enhanced with Swarovski crystals.","Silk Thread Embroidery, Appliqué Work, Swarovski",Loose Fit,4-5 Weeks
391,zina-short-kurta-set-3544,,,,,,,,,,,,,,,
392,zina-short-kurta-set-3544,,,,,,,,,,,,,,,
393,zina-short-kurta-set-3544,,,,,,,,,,,,,,,
394,zina-short-kurta-set-3544,,,,,,,,,,,,,,,
395,zina-short-kurta-set-3544,,,,,,,,,,,,,,,
396,zina-short-kurta-set-3544,,,,,,,,,,,,,,,
397,zina-short-kurta-set-3544,,,,,,,,,,,,,,,
398,zina-short-kurta-set-3544,,,,,,,,,,,,,,,
399,zina-short-kurta-set-3544,,,,,,,,,,,,,,,
400,ulfat-long-kurta-set-3543,Ulfat Long Kurta Set,Long Kurta Set,"Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi, Luxury Pret, New, Not On Sale, Sabaa, Sagan, Sage Green",,,,,,,This sage green long kurta is crafted from handwoven silk chanderi. It features a round neckline with a subtle slit and three-quarter sleeves. Paired with loose-fit pants and a matching handwoven chanderi mulmul dupatta. The ensemble is adorned with multicoloured silk thread embroidery and finished with matching piping and delicate lace detailing at the hem.,"Handwoven Silk Chanderi, Handwoven Chanderi Mulmul",This piece is adorned with multicolour silk thread embroidery,"Silk Thread Embroidery, Lace Work",Comfortable Fit,4-5 Weeks
401,ulfat-long-kurta-set-3543,,,,,,,,,,,,,,,
402,ulfat-long-kurta-set-3543,,,,,,,,,,,,,,,
403,ulfat-long-kurta-set-3543,,,,,,,,,,,,,,,
404,ulfat-long-kurta-set-3543,,,,,,,,,,,,,,,
405,ulfat-long-kurta-set-3543,,,,,,,,,,,,,,,
406,ulfat-long-kurta-set-3543,,,,,,,,,,,,,,,
407,ulfat-long-kurta-set-3543,,,,,,,,,,,,,,,
408,ulfat-long-kurta-set-3543,,,,,,,,,,,,,,,
409,ulfat-long-kurta-set-3543,,,,,,,,,,,,,,,
410,azeena-long-kurta-set-3542,Azeena Long Kurta Set,Long Kurta Set,"Comfortable Fit, DLVRY 4-5 Weeks, Handwoven Chanderi Mulmul, Handwoven Silk Chanderi, Ice Blue, Luxury Pret, New, Not On Sale, Sabaa, Sagan",,,,,,,This ice-blue long kurta is made from handwoven silk chanderi. It has a round neck with a small slit and three-quarter sleeves. It comes with loose-fit pants and a matching handwoven chanderi mulmul dupatta. The outfit is decorated with multicolour silk thread embroidery and finished with matching piping and lace at the hem.,"Handwoven Silk Chanderi, Handwoven Chanderi Mulmul",This piece is adorned with multicolour silk thread embroidery,"Silk Thread Embroidery, Lace Work",Comfortable Fit,4-5 Weeks
